Sequence;Type;d_molpdf;d_dope_score;d_normalized_dope;d_GA341_score;d_zscore;d_maxsub;d_lgscore;d_Z-score_mammoth;d_TM-score_mammoth;d_RMSD_TMalign;d_TM-score_TMalign;molpdf_ref;dope_score_ref;normalized_dope_ref;GA341_score_ref;zscore_ref;maxsub_ref;lgscore_ref;Z-score_mammoth_ref;TM-score_mammoth_ref;RMSD_TMalign_ref;TM-score_TMalign_ref;molpdf_tneg;dope_score_tneg;normalized_dope_tneg;GA341_score_tneg;zscore_tneg;maxsub_tneg;lgscore_tneg;Z-score_mammoth_tneg;TM-score_mammoth_tneg;RMSD_TMalign_tneg;TM-score_TMalign_tneg
561231_Pecwa_0828_tneg_aac6;tneg;2502,1;2910,58;1,4;0;0,8;-0,25;-1,49;8,57;0,89;1,45;-0,21;6301,91;-14141,15;-0,29;1;-4,49;0,32;2,38;8,57;0,89;1,62;0,76;3799,81;-17051,73;-1,69;1;-5,29;0,57;3,86;0;0;0,17;0,97
585056_ECUMN_4996_tneg_aac6;tneg;3620,64;2577,78;1,23;-0,12;1,88;-0,34;-1,29;7,99;0,81;1,69;-0,28;8049,39;-14358,49;-0,31;0,88;-3,74;0,29;2,61;7,99;0,81;1,82;0,7;4428,75;-16936,27;-1,55;1;-5,62;0,63;3,9;0;0;0,13;0,98
585057_ECIAI39_4844_tneg_aac6;tneg;3549,73;2394,96;1,15;-0,01;1,83;-0,34;-1,75;7,38;0,76;2,14;-0,31;7961,17;-14622,12;-0,42;0,99;-3,73;0,31;2,11;7,38;0,76;2,28;0,67;4411,45;-17017,08;-1,57;1;-5,56;0,64;3,86;0;0;0,14;0,98
526222_Desal_1934_tneg_aac6;tneg;-5102,66;2754,88;1,27;-0,15;0,61;-0,36;-1,84;7,16;0,74;0,87;-0,14;5112,56;-14204,72;0,5;0,85;-4,64;0,31;2,53;7,16;0,74;1,94;0,76;10215,22;-16959,59;-0,76;1;-5,25;0,68;4,37;0;0;1,07;0,9
192952_MM_1928_tneg_aac6;tneg;-3295,99;1906,9;0,76;-0,19;-0,47;-0,19;-1,08;8,75;0,91;-0,26;0;5418,36;-15720,01;0,34;0,8;-5,8;0,25;2,09;8,75;0,91;1,43;0,92;8714,35;-17626,92;-0,43;1;-5,33;0,44;3,17;0;0;1,69;0,92
13616_ENSMODP00000008939_tneg_aac6;tneg;-4335,41;3199,38;1,08;-0,37;0,44;-0,05;-0,59;7,87;0,79;0,01;0,12;7430,46;-15117,62;1,52;0,14;-2,52;0,11;0,94;7,87;0,79;2,1;0,82;11765,86;-18317;0,44;0,51;-2,96;0,16;1,53;0;0;2,09;0,7
UniRef100_B5XIL2_tneg_ant;tneg;-3293,85;7328,95;2,88;-0,97;5,87;-0,61;-4,25;-10,31;-0,75;3,8;-0,72;3445,47;-13196,36;1,45;0,03;-1,37;0,1;0,96;0,02;0,22;4,21;0,26;6739,32;-20525,31;-1,43;1;-7,24;0,71;5,21;10,33;0,98;0,41;0,98
UniRef100_D8GFC8_tneg_ant;tneg;13976,21;14258,73;2,86;-0,99;11,88;-0,28;-3,72;-12,2;-0,68;4,25;-0,52;26942,08;-21246,32;2,55;0,01;4,12;0,02;0,68;0,74;0,25;5,91;0,4;12965,87;-35505,05;-0,32;1;-7,76;0,3;4,4;12,94;0,93;1,66;0,92
UniRef100_G4R2F6_tneg_ant;tneg;-3421,9;7516,71;2,96;-0,92;4,84;-0,64;-4;-7,8;-0,6;4,15;-0,6;3509,2;-13170,79;1,52;0,08;-2,91;0,07;1,1;2,53;0,37;4,61;0,39;6931,1;-20687,5;-1,44;1;-7,75;0,71;5,09;10,33;0,98;0,46;0,98
UniRef100_H8F8D9_tneg_ant;tneg;-2224,17;6629,36;2,61;-0,68;4,43;-0,63;-3,73;-8,79;-0,67;4,93;-0,65;4722,88;-13863,23;1,16;0,32;-3,37;0,09;1,24;1,54;0,3;5,42;0,33;6947,05;-20492,58;-1,45;1;-7,8;0,71;4,98;10,33;0,98;0,49;0,98
UniRef100_H8H8Z2_tneg_ant;tneg;-2122,87;6249,83;2,46;-0,54;4,19;-0,65;-4,03;-8,03;-0,62;4,49;-0,62;4868,5;-14264,01;0,97;0,46;-3,6;0,11;1,28;2,22;0,36;4,97;0,36;6991,36;-20513,84;-1,49;1;-7,79;0,76;5,31;10,25;0,98;0,48;0,98
UniRef100_J7M164_tneg_ant;tneg;-3459;7172,27;2,82;-0,87;4,66;-0,62;-4,04;-8,34;-0,64;4,5;-0,63;3501,23;-13303,53;1,39;0,13;-2,87;0,07;1;1,99;0,34;4,98;0,35;6960,23;-20475,79;-1,43;1;-7,53;0,69;5,04;10,33;0,97;0,48;0,98
UniRef100_N5J5A5_tneg_ant;tneg;-1203,17;-685,93;-0,36;-0,01;-0,49;0,02;0,06;1,97;0,19;-0,64;0,03;4367,29;-10056,84;0,93;0,05;-2,15;0,08;0,78;3,27;0,47;2,95;0,31;5570,46;-9370,91;1,29;0,07;-1,66;0,06;0,72;1,3;0,29;3,59;0,28
UniRef100_P0A0C8_tneg_ant;tneg;-164,5;-1348,85;-0,6;-0,01;-0,84;-0,03;0,02;1;0,11;-1,27;-0,03;5091,14;-12656,6;0,49;0,05;-2,12;0,02;0,71;3,42;0,46;2,99;0,31;5255,64;-11307,75;1,09;0,05;-1,28;0,05;0,7;2,42;0,35;4,26;0,34
UniRef100_Q03AI5_tneg_ant;tneg;14697,17;13686,02;2,75;-1;11,85;-0,26;-3,22;-11,48;-0,65;4,02;-0,49;27003,49;-21332,82;2,53;0;3,95;0,01;0,72;1,03;0,26;5,8;0,41;12306,32;-35018,84;-0,22;1;-7,9;0,27;3,94;12,52;0,91;1,78;0,9
UniRef100_Q1J4M2_tneg_ant;tneg;-3303,41;7255,26;2,85;-0,92;4,84;-0,63;-4,16;-8,64;-0,65;4,93;-0,66;3578,94;-13351,64;1,41;0,08;-2,67;0,07;0,98;1,69;0,32;5,4;0,32;6882,35;-20606,9;-1,44;1;-7,51;0,7;5,14;10,33;0,98;0,47;0,98
UniRef100_Q1JEV6_tneg_ant;tneg;-3016;7938,89;3,12;-0,98;5,5;-0,64;-3,92;-9,48;-0,69;3,33;-0,73;3238,5;-12685,21;1,65;0,02;-2,1;0,06;0,95;0,78;0,28;3,96;0,25;6254,5;-20624,1;-1,48;1;-7,6;0,7;4,87;10,25;0,97;0,63;0,98
UniRef100_Q1JJW5_tneg_ant;tneg;-603,62;2954,34;1,54;-0,96;2,53;-0,29;-2,08;-8,49;-0,71;3,59;-0,45;4739,45;-10039,89;0,9;0,04;-3,07;0,1;1,23;0,63;0,25;4,3;0,29;5343,07;-12994,23;-0,64;1;-5,6;0,38;3,31;9,12;0,95;0,71;0,73
UniRef100_Q48R92_tneg_ant;tneg;-3231,31;7280,14;2,86;-0,88;4,08;-0,65;-4,46;-7,27;-0,58;4,52;-0,61;3600,4;-13279,39;1,42;0,12;-3,35;0,05;0,93;3,06;0,4;4,94;0,37;6831,71;-20559,53;-1,45;1;-7,43;0,7;5,39;10,33;0,98;0,42;0,98
UniRef100_Q5X9V0_tneg_ant;tneg;-3421,09;7209,19;2,84;-0,79;4,68;-0,62;-4,04;-8,79;-0,69;4,86;-0,68;3525,8;-13500,97;1,39;0,21;-3,02;0,1;1,12;1,54;0,28;5,35;0,3;6946,89;-20710,17;-1,45;1;-7,7;0,72;5,15;10,33;0,97;0,49;0,98
UniRef100_Q8NZB6_tneg_ant;tneg;-3354,11;7328,96;2,88;-0,84;4,62;-0,66;-4,54;-9,17;-0,7;4,42;-0,7;3514,78;-13298,2;1,43;0,16;-3,04;0,07;1,03;1,16;0,27;4,85;0,29;6868,89;-20627,16;-1,45;1;-7,66;0,74;5,56;10,33;0,98;0,43;0,98
UniRef100_S2RJ96_tneg_ant;tneg;16495,51;15198,85;3,09;-0,98;10,89;-0,31;-3,88;-9,12;-0,5;3,22;-0,43;29349,75;-21497,99;2,55;0,02;2,6;0,03;0,82;3,64;0,43;4,91;0,48;12854,24;-36696,83;-0,54;1;-8,29;0,34;4,71;12,76;0,94;1,69;0,92
UniRef100_S2RP85_tneg_ant;tneg;13724,57;5767,98;1,47;-0,97;6,59;-0,26;-2,55;-5,45;-0,33;1,71;-0,11;23623,55;-19762,46;1,73;0,03;0,21;-0,01;0,61;5,84;0,56;4;0,6;9898,98;-25530,44;0,26;1;-6,38;0,25;3,16;11,29;0,89;2,29;0,7
UniRef100_U9X2P2_tneg_ant;tneg;-1683,25;6560,1;2,58;-0,47;4,19;-0,65;-4,17;-5,83;-0,45;3,63;-0,54;5156,88;-14017,21;1,1;0,53;-3,54;0,1;1,24;4,5;0,53;4,1;0,44;6840,13;-20577,31;-1,48;1;-7,73;0,75;5,42;10,33;0,97;0,47;0,98
UniRef100_U9X7H5_tneg_ant;tneg;-3287,18;7409,74;2,92;-0,9;4,87;-0,61;-3,81;-8,87;-0,68;5,01;-0,67;3644,92;-13121,74;1,52;0,1;-2,75;0,11;1,3;1,46;0,29;5,49;0,31;6932,1;-20531,48;-1,4;1;-7,62;0,72;5,1;10,33;0,97;0,48;0,98
UniRef100_V6VJM2_tneg_ant;tneg;-2707,87;7402,17;2,91;-0,9;4,16;-0,69;-4,56;-7,27;-0,58;4,63;-0,61;4183,6;-13252,19;1,39;0,1;-3,23;0,05;0,9;3,06;0,39;5,04;0,37;6891,47;-20654,36;-1,52;1;-7,39;0,73;5,47;10,33;0,98;0,41;0,98
UniRef100_V6VKP0_tneg_ant;tneg;-3608,31;6652,83;2,62;-0,79;4,04;-0,66;-4,55;-7,35;-0,57;3,05;-0,64;3234,55;-13907,8;1,17;0,21;-3,37;0,06;0,95;2,98;0,41;3,48;0,34;6842,86;-20560,63;-1,45;1;-7,41;0,73;5,49;10,33;0,98;0,43;0,98
UniRef100_V6W975_tneg_ant;tneg;-3120,91;7061,76;2,78;-0,83;4,33;-0,62;-4,19;-7,65;-0,59;4,39;-0,64;3673,37;-13522,54;1,32;0,17;-3,24;0,07;0,87;2,68;0,38;4,88;0,34;6794,28;-20584,29;-1,46;1;-7,57;0,69;5,05;10,33;0,97;0,49;0,98
UniRef100_V6WBU4_tneg_ant;tneg;-3289,48;7158,26;2,82;-0,87;4,14;-0,62;-4,11;-8,34;-0,61;4,43;-0,61;3519,33;-13415,19;1,35;0,13;-3,43;0,07;1,03;1,99;0,36;4,91;0,37;6808,82;-20573,46;-1,47;1;-7,57;0,69;5,14;10,33;0,98;0,48;0,98
UniRef100_W9EHG7_tneg_ant;tneg;396,5;-181,15;-0,22;0,14;-2,03;-0,04;-0,27;0;-0,24;1,27;0;1823,41;-4176,11;-0,13;0,21;-3,53;0;0,28;4,24;0,54;1,91;0,19;1426,92;-3994,96;0,09;0,07;-1,5;0,04;0,55;4,24;0,78;0,64;0,2
UniRef100_W9EPP1_tneg_ant;tneg;-2719,11;181,65;0,12;-0,16;1,95;-0,07;-0,22;3,92;0,29;-2,76;0,04;2082,98;-7941,87;0,38;0,01;-0,83;0,01;0,65;5,15;0,58;2,16;0,29;4802,08;-8123,52;0,26;0,18;-2,78;0,09;0,86;1,23;0,29;4,92;0,25
UniRef100_Y3JGM8_tneg_ant;tneg;-1464,75;-269,06;-0,13;0,1;-1,14;0,01;-0,17;-1,8;-0,09;-0,4;-0,07;5304,63;-11082,16;0,61;0,16;-2,02;0,08;1,06;3,13;0,46;2,84;0,3;6769,38;-10813,1;0,75;0,05;-0,88;0,07;1,23;4,93;0,55;3,24;0,38
246194_CHY_1991_tneg_tetX;tneg;-12187,31;3397,08;0,52;-0,62;0,98;-0,13;-1,14;1,11;0,03;-1,5;0,01;13830,6;-32657,05;1,67;0,38;-3,86;0,06;1,27;8,86;0,7;2,57;0,71;26017,92;-36054,13;1,15;1;-4,84;0,19;2,4;7,76;0,67;4,07;0,7
304371_MCP_0989_tneg_tetX;tneg;-9030,6;6862,45;1,04;-0,57;1,84;-0,13;-1,23;-4,14;-0,22;1,08;-0,19;16360,63;-29111,36;2,2;0,43;-2,89;0,07;0,94;5,88;0,56;4,14;0,59;25391,23;-35973,82;1,16;1;-4,73;0,2;2,17;10,02;0,78;3,06;0,79
316407_ubiF_tneg_tetX;tneg;-21166,79;259,41;0,05;0;-0,08;-0,12;-1,3;-0,87;-0,09;0,23;0,05;17653,67;-38015,23;0,73;1;-4,96;0,25;2,95;6,95;0,59;4,68;0,65;38820,46;-38274,64;0,69;1;-4,88;0,37;4,25;7,82;0,68;4,45;0,59
331112_EcHS_A0709_tneg_tetX;tneg;-21166,79;259,41;0,05;0;-0,08;-0,12;-1,3;-0,87;-0,09;0,23;0,05;17653,67;-38015,23;0,73;1;-4,96;0,25;2,95;6,95;0,59;4,68;0,65;38820,46;-38274,64;0,69;1;-4,88;0,37;4,25;7,82;0,68;4,45;0,59
431943_CKL_0925_tneg_tetX;tneg;4662,69;26445,03;2,75;-0,83;8,24;-0,33;-3,32;-1,29;-0,11;1,76;-0,1;23474,95;-48011,32;2,15;0,17;-1,39;0,21;1,95;11,26;0,82;2,99;0,83;18812,25;-74456,35;-0,6;1;-9,63;0,53;5,27;12,55;0,94;1,23;0,94
508767_CLH_2956_tneg_tetX;tneg;-17314,15;5798,85;0,89;-0,72;0,27;-0,17;-2,24;-1,58;-0,01;-0,45;-0,02;15355,31;-30291,35;1,91;0,28;-3,3;0,07;0,97;7,17;0,64;3,57;0,65;32669,46;-36090,19;1,03;1;-3,57;0,24;3,22;8,76;0,64;4,02;0,68
515620_EUBELI_00917_tneg_tetX;tneg;-10397,61;4165,2;0,63;-0,94;2,71;-0,11;-0,97;-1,68;-0,15;-0,48;-0,15;13609,5;-28864,75;2,05;0,04;-2,61;0,07;0,99;8,77;0,67;2,18;0,68;24007,12;-33029,96;1,42;0,98;-5,32;0,18;1,96;10,45;0,82;2,66;0,82
536232_CLM_1886_tneg_tetX;tneg;-7168,03;3618,71;0,56;-0,79;4,4;-0,08;-0,91;-6,56;-0,38;3,43;-0,33;16000,15;-31613,19;1,67;0,21;-2,36;0,08;1,4;4,26;0,46;5,89;0,51;23168,18;-35231,9;1,11;1;-6,76;0,16;2,31;10,81;0,84;2,46;0,84
100226.SCO4638_tneg_erm;tneg;-7964,68;2543,76;0,66;-0,55;-2,43;-0,25;-2,1;-0,62;-0,1;0,03;-0,1;11508,41;-20803,76;0,98;0,26;-5,3;0,08;1,07;7,83;0,68;2,95;0,7;19473,09;-23347,52;0,32;0,81;-2,87;0,33;3,17;8,46;0,78;2,92;0,8
226186.BT_0838_tneg_erm;tneg;541,42;632,3;0,19;-0,42;0,15;-0,1;-0,93;-1,07;-0,09;0,81;-0,07;13306,79;-21110,21;0,6;0,27;-3,28;0,12;1,64;7,4;0,69;3,21;0,72;12765,37;-21742,51;0,42;0,69;-3,43;0,21;2,56;8,47;0,77;2,4;0,78
269797.Mbar_A2906_tneg_erm;tneg;-8096,6;2765,88;0,79;-0,83;2,33;-0,16;-1,17;-0,5;-0,06;-0,39;-0,08;11306,61;-20728,86;0,87;0,17;-2,61;0,12;1,65;6,52;0,62;3,3;0,66;19403,21;-23494,74;0,08;1;-4,94;0,28;2,82;7,02;0,68;3,69;0,74
272620.KPN_02900_tneg_erm;tneg;-5264,41;2188,33;0,63;-0,12;0,66;-0,14;-1,35;0,25;-0,02;-1,21;-0,04;11361,58;-20698,82;1,1;0,21;-2,58;0,15;1,52;7,71;0,71;1,82;0,72;16625,99;-22887,15;0,47;0,34;-3,24;0,29;2,86;7,46;0,73;3,03;0,76
272843.PM1839_tneg_erm;tneg;-1687,6;1422,23;0,42;-0,72;1,35;-0,05;-1,2;-1,3;-0,11;0,65;-0,09;11569,88;-20776,66;0,93;0,04;-2,36;0,12;1,1;7,02;0,65;2,84;0,67;13257,49;-22198,89;0,5;0,76;-3,71;0,17;2,29;8,32;0,76;2,19;0,76
311403.Arad_8815_tneg_erm;tneg;-10004,3;2122,58;0,58;-0,76;2,21;-0,25;-2,04;-0,06;-0,01;-0,61;-0,03;11482,79;-22351,37;0,69;0,17;-2,17;0,11;1,43;6,81;0,65;2,75;0,67;21487,09;-24473,95;0,11;0,93;-4,38;0,37;3,47;6,87;0,66;3,36;0,7
315749.Bcer98_3849_tneg_erm;tneg;-159,75;8869,92;2,22;-0,67;5,6;-0,3;-3,38;-6,14;-0,35;1,55;-0,33;12177,49;-22310,16;1,19;0,33;-2,85;0,18;1,66;5,83;0,59;2,82;0,61;12337,24;-31180,08;-1,03;1;-8,45;0,48;5,04;11,97;0,94;1,27;0,94
316407.yfiC_tneg_erm;tneg;-10250,68;1950,88;0,56;-0,81;2,39;-0,16;-1,34;-0,56;-0,06;0,01;-0,07;11611,43;-20940,81;0,91;0,13;-2,4;0,14;1,63;7,21;0,67;2,67;0,68;21862,11;-22891,69;0,35;0,95;-4,79;0,3;2,97;7,77;0,73;2,66;0,75
368407.Memar_1955_tneg_erm;tneg;-7173,03;4767,07;1,26;-0,78;1,09;-0,32;-1,99;-0,45;-0,05;0,73;-0,05;12438,24;-23314,62;0,74;0,22;-5,56;0,16;2,18;8,24;0,73;3,24;0,77;19611,26;-28081,68;-0,52;1;-6,65;0,48;4,17;8,69;0,78;2,51;0,82
369723.Strop_2996_tneg_erm;tneg;-7656,35;516,49;0,13;0,17;-1,05;-0,01;-0,75;-0,09;0,01;0,44;-0,02;14674,25;-23301,06;0,27;1;-5,02;0,22;2,1;6,93;0,65;3,56;0,7;22330,6;-23817,55;0,13;0,83;-3,97;0,23;2,85;7,02;0,64;3,12;0,72
386415.NT01CX_1999_tneg_erm;tneg;-12788,31;1091,98;0,3;-0,58;-1,77;-0,34;-2,8;-3,45;-0,23;1,02;-0,2;10399,1;-22489,26;0,76;0,15;-2,53;0,08;1,31;4,62;0,51;4,16;0,56;23187,4;-23581,24;0,46;0,74;-0,76;0,42;4,1;8,07;0,74;3,14;0,76
396588.Tgr7_2811_tneg_erm;tneg;-6392,45;1703,44;0,59;-0,4;1,47;-0,24;-1,89;-3,47;-0,22;-0,24;-0,26;7781,23;-18925,6;0,57;0,6;-3,45;0,17;1,63;5,31;0,57;2,66;0,52;14173,67;-20629,04;-0,02;1;-4,92;0,4;3,52;8,78;0,79;2,9;0,78
485918.Cpin_1983_tneg_erm;tneg;3901,89;7349,14;2,07;-0,98;5,77;-0,55;-3,82;-5,78;-0,41;3,16;-0,35;14404,09;-20840,6;0,96;0,02;-2,15;0,05;0,94;5,68;0,57;3,86;0,63;10502,2;-28189,74;-1,11;1;-7,92;0,6;4,76;11,46;0,98;0,7;0,98
517418.Ctha_0994_tneg_erm;tneg;-2287,02;2192,17;0,75;-0,83;1,67;-0,21;-2,01;-2,7;-0,16;0,76;-0,21;9532,03;-18260,62;0,54;0,17;-2,71;0,18;1,89;5,2;0,57;3,61;0,55;11819,05;-20452,79;-0,21;1;-4,38;0,39;3,9;7,9;0,73;2,85;0,76
518766.Rmar_1808_tneg_erm;tneg;-1633,12;9785,8;2,28;-0,63;4,99;-0,25;-3,1;-13,34;-0,84;1,03;-0,38;10300,56;-22551,26;1,62;0,37;-3,44;0,09;0,77;-1,26;0,12;2,44;0,58;11933,68;-32337,06;-0,66;1;-8,43;0,34;3,87;12,08;0,96;1,41;0,96
519442.Huta_2905_tneg_erm;tneg;-5612,33;862,52;0,26;-0,09;-1,04;-0,2;-1,72;-1,03;-0,11;-0,16;-0,12;10705,8;-21340,12;0,29;0,81;-4,16;0,16;1,77;8,05;0,73;2,06;0,74;16318,13;-22202,64;0,03;0,9;-3,12;0,36;3,49;9,08;0,84;2,22;0,86
521097.Coch_0999_tneg_erm;tneg;-6076,9;548,6;0,16;-0,41;-0,69;-0,11;-1,4;0,42;-0,02;0,41;-0,03;11677,01;-21453,23;0,71;0,26;-3,01;0,1;1,37;7,08;0,66;3,5;0,7;17753,91;-22001,83;0,55;0,68;-2,32;0,21;2,77;6,67;0,68;3,09;0,72
595494.Tola_0970_tneg_erm;tneg;-3292,98;1949,2;0,52;-0,64;0,86;-0,06;-1,22;-1,42;-0,09;0,32;-0,09;12283,48;-22717,9;0,99;0,36;-3,52;0,18;1,83;8,77;0,78;2,13;0,79;15576,46;-24667,1;0,47;1;-4,38;0,24;3,05;10,2;0,87;1,81;0,88
63737.Npun_F1905_tneg_erm;tneg;-5470,53;1750,03;0,51;-0,69;0,87;-0,14;-1,4;-0,07;-0,03;-0,15;-0,05;10023,12;-22264,78;0,85;0,29;-3,95;0,18;2,26;6,21;0,62;2,67;0,63;15493,65;-24014,81;0,34;0,98;-4,82;0,32;3,67;6,28;0,64;2,82;0,67
309798.COPRO5265_0911_tneg_fos;tneg;8,87451172;2363,085938;1,24893553;-0,175372779;0,89;-0,294;-2,625;-2,0747;-0,1815;0,37;-0,17119;4555,625;-10737,49316;-0,149194832;0,824627221;-4,87;0,208;1,439;6,978;0,7796;1,26;0,76585;4546,750488;-13100,5791;-1,398130362;1;-5,76;0,502;4,064;9,0527;0,9611;0,89;0,93704
316067.Geob_0841_tneg_fos;tneg;377,0532226;1274,926758;0,67382286;-0,313149452;1,02;-0,15;-1,525;-1,886;-0,1833;1,99;-0,16137;4451,720703;-11424,44043;-0,26615972;0,686850548;-4,11;0,376;2,576;7,3553;0,8104;2,34;0,80374;4074,66748;-12699,36719;-0,939982581;1;-5,13;0,526;4,101;9,2413;0,9937;0,35;0,96511
340099.Teth39_0905_tneg_fos;tneg;313,1230469;1460,946289;0,777943241;-0,053093195;-0,6;-0,043;-1,172;-1,9912;-0,1995;2,08;-0,16195;4747,599121;-11911,55859;-0,420923155;0,946906805;-5,91;0,484;3,111;7,124;0,7791;2,64;0,78168;4434,476074;-13372,50488;-1,198866396;1;-5,31;0,527;4,283;9,1152;0,9786;0,56;0,94363
358681.BBR47_44900_tneg_fos;tneg;-49439,75391;4878,648438;1,00439926;-0,161570579;-4,94;-0,081;-2,025;0,7126;0,1101;-0,71;0,09476;5965,542969;-21853,51367;2,3989883;0,300973177;-1,62;0,067;0,429;7,3652;0,7743;2,53;0,80591;55405,29688;-26732,16211;1,39458904;0,462543756;3,32;0,148;2,454;6,6526;0,6642;3,24;0,71115
376686.Fjoh_4919_tneg_fos;tneg;-7532,963867;-332,6816406;-0,182643587;-0,599073425;0,19;-0,026;-0,035;3,8785;0,3873;-3,48;0,37845;4714,241211;-12113,05176;-0,136337733;0,184092268;-2,83;0,348;2,996;7,7256;0,8398;1,42;0,78442;12247,20508;-11780,37012;0,046305854;0,783165693;-3,02;0,374;3,031;3,8471;0,4525;4,9;0,40597
377629.TERTU_2980_tneg_fos;tneg;-3544,914063;423,0537109;0,235915834;0,079131722;-0,49;0,057;0,585;2,5499;0,2538;-2,25;0,28134;4040,638184;-10241,88086;0,224365903;0,715068758;-4,35;0,256;2,648;6,7625;0,7608;1,49;0,73434;7585,552246;-10664,93457;-0,011549931;0,635937035;-3,86;0,199;2,063;4,2126;0,507;3,74;0,453
388919.SSA_0962_tneg_fos;tneg;-2138,279785;31,0048829;0,017154791;0,173271418;-0,66;-0,242;-1,711;-0,5851;-0,0389;0,03;-0,03799;4444,54834;-11143,85059;-0,085084369;0,902594805;-4,14;0,136;1,008;8,0756;0,8724;1,23;0,81524;6582,828125;-11174,85547;-0,10223916;0,729323387;-3,48;0,378;2,719;8,6607;0,9113;1,2;0,85323
405955.APECO1_1800_tneg_fos;tneg;-2211,154785;398,6289062;0,204576152;0,19217366;-0,62;-0,165;-1,245;-1,815;-0,1222;0,23;-0,12505;4893,058594;-12207,8418;0,376326621;0,756677747;-3,92;0,226;2,042;6,6008;0,7634;1,52;0,77384;7104,213379;-12606,4707;0,171750469;0,564504087;-3,3;0,391;3,287;8,4158;0,8856;1,29;0,89889
419942.YN1551_2823_tneg_fos;tneg;-254,1367188;2004,161133;0,999561671;-0,207518458;0,44;-0,153;-1,185;-1,8286;-0,1775;1,15;-0,1622;4794,149902;-12305,39746;0,146807149;0,792481542;-5;0,442;2,969;7,1667;0,7771;1,9;0,79562;5048,286621;-14309,55859;-0,852754522;1;-5,44;0,595;4,154;8,9953;0,9546;0,75;0,95782
593588.VCD_000952_tneg_fos;tneg;-4779,289551;304,836914;0,163553156;-0,070355952;0,4;-0,031;-0,593;3,8138;0,325;-1,32;0,34033;4420,403809;-11583,35449;-0,12984086;0,359975845;-3,73;0,297;1,918;7,081;0,7845;1,89;0,77144;9199,693359;-11888,19141;-0,293394016;0,430331796;-4,13;0,328;2,511;3,2672;0,4595;3,21;0,43111
272944.RC0965_tneg_arnm;tneg;-17515,89063;2371,484375;0,581149312;-0,678673804;0,3;-0,21;-2,024;-2,7976;-0,2096;0,95;-0,19759;16337,22266;-25137,36523;1,063789261;0,321326196;-1,71;0,128;1,687;7,6718;0,6994;2,68;0,71649;33853,11328;-27508,84961;0,482639949;1;-2,01;0,338;3,711;10,4694;0,909;1,73;0,91408
507522.KPK_4969_tneg_arnm;tneg;-13251,25195;15661,17188;2,03513422;-0,229482353;3,15;-0,26;-3,097;-2,4961;-0,1379;0,85;-0,12392;11290,14453;-37235,15625;2,369591089;0,770517647;-2,86;0,093;1,101;8,7431;0,7911;2,59;0,81906;24541,39648;-52896,32813;0,33445687;1;-6,01;0,353;4,198;11,2392;0,929;1,74;0,94298
138119.DSY3975_tneg_aac3_1;tneg;-2837,683594;2261,520508;1,082191499;-0,237739861;0,26;-0,194;-1,781;-1,4031;-0,1287;1,01;-0,12607;4305,765625;-14351,87207;-0,194430955;0,762260139;-4,96;0,49;2,754;7,9062;0,8257;1,7;0,81013;7143,449219;-16613,39258;-1,276622454;1;-5,22;0,684;4,535;9,3093;0,9544;0,69;0,9362
210007.SMU.1392c_tneg_aac3_1;tneg;-5638,721191;789,7060547;0,353975891;-5,31E-05;1,39;-0,124;-0,906;0,7445;0,1058;-1,06;0,08165;5335,215332;-15884,86426;-0,740475664;0,999946892;-5,06;0,381;2,659;8,9458;0,9032;0,97;0,90853;10973,93652;-16674,57031;-1,094451555;1;-6,45;0,505;3,565;8,2013;0,7974;2,03;0,82688
220341.STY4908_tneg_aac3_1;tneg;291,6831055;4976,939453;2,381584226;-0,627916336;2,54;-0,373;-2,532;-2,3678;-0,2377;1,77;-0,21166;4545,807129;-12408,44922;0,987557844;0,372083664;-2,43;0,284;1,886;7,2923;0,7606;1,96;0,76684;4254,124023;-17385,38867;-1,394026383;1;-4,97;0,657;4,418;9,6601;0,9983;0,19;0,9785
235909.GK0927_tneg_aac3_1;tneg;-2512,619629;3300,561524;1,434054087;0;1,4;-0,329;-2,09;-2,8401;-0,218;1,65;-0,12398;4984,280762;-15109,06934;0,010095166;1;-5,31;0,326;1,961;7,234;0,7686;2,22;0,81702;7496,900391;-18409,63086;-1,42395892;1;-6,71;0,655;4,051;10,0741;0,9866;0,57;0,941
246194.CHY_0724_tneg_aac3_1;tneg;-2087,297363;2431,170898;1,195689181;-0,047928631;1,39;-0,11;-1,329;-1,2525;-0,1109;0,5;-0,10537;3730,842773;-13443,17969;-0,055322189;0,952071369;-4,84;0,487;3,212;8,1124;0,8552;1,18;0,81729;5818,140137;-15874,35059;-1,25101137;1;-6,23;0,597;4,541;9,3649;0,9661;0,68;0,92266
262543.Exig_2799_tneg_aac3_1;tneg;-1719,694824;2464,888672;1,156074082;-0,080289602;1;-0,239;-1,712;-1,8148;-0,1745;1,42;-0,16493;5422,257324;-13520,64941;0,216005852;0,91964227;-3,11;0,383;2,386;7,6715;0,7925;1,97;0,80221;7141,952148;-15985,53809;-0,94006823;0,999931872;-4,11;0,622;4,098;9,4863;0,967;0,55;0,96714
